Date,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Temperature (°C),Wind Speed (m/s),Pressure (Pa)
2023/4/12 12:00 PM,36 °F,28 °F,75 %,W,17 mph,0 mph,29.17 in,0.0 in,Cloudy,2.2222222222222223,7.59968,98780.9963
2023/4/12 1:00 PM,37 °F,28 °F,70 %,WNW,15 mph,0 mph,29.18 in,0.0 in,Mostly Cloudy,2.7777777777777777,6.7056,98814.8602
2023/4/12 2:00 PM,39 °F,28 °F,65 %,NW,17 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy,3.888888888888889,7.59968,98780.9963
2023/4/12 3:00 PM,41 °F,28 °F,61 %,WNW,14 mph,0 mph,29.17 in,0.0 in,Partly Cloudy,5.0,6.25856,98780.9963
2023/4/12 4:00 PM,41 °F,28 °F,61 %,WNW,12 mph,0 mph,29.17 in,0.0 in,Partly Cloudy,5.0,5.36448,98780.9963
2023/4/12 5:00 PM,43 °F,28 °F,57 %,WNW,10 mph,0 mph,29.16 in,0.0 in,Fair,6.111111111111111,4.4704,98747.1324
2023/4/12 6:00 PM,41 °F,28 °F,61 %,WNW,10 mph,0 mph,29.18 in,0.0 in,Fair,5.0,4.4704,98814.8602
2023/4/12 7:00 PM,39 °F,28 °F,65 %,WNW,9 mph,0 mph,29.19 in,0.0 in,Fair,3.888888888888889,4.02336,98848.7241
2023/4/12 8:00 PM,36 °F,27 °F,70 %,W,6 mph,0 mph,29.21 in,0.0 in,Fair,2.2222222222222223,2.68224,98916.4519
2023/4/12 9:00 PM,34 °F,27 °F,75 %,SW,5 mph,0 mph,29.22 in,0.0 in,Fair,1.1111111111111112,2.2352,98950.3158
2023/4/12 10:00 PM,32 °F,27 °F,80 %,W,8 mph,0 mph,29.23 in,0.0 in,Fair,0.0,3.57632,98984.1797
2023/4/12 11:00 PM,30 °F,25 °F,80 %,W,6 mph,0 mph,29.22 in,0.0 in,Fair,-1.1111111111111112,2.68224,98950.3158
2023/4/13 12:00 AM,30 °F,25 °F,80 %,W,6 mph,0 mph,29.22 in,0.0 in,Fair,-1.1111111111111112,2.68224,98950.3158
2023/4/13 1:00 AM,32 °F,25 °F,75 %,W,7 mph,0 mph,29.22 in,0.0 in,Fair,0.0,3.12928,98950.3158
2023/4/13 2:00 AM,28 °F,25 °F,86 %,W,3 mph,0 mph,29.22 in,0.0 in,Fair,-2.2222222222222223,1.34112,98950.3158
2023/4/13 3:00 AM,27 °F,23 °F,86 %,S,3 mph,0 mph,29.21 in,0.0 in,Fair,-2.7777777777777777,1.34112,98916.4519
2023/4/13 4:00 AM,27 °F,25 °F,93 %,CALM,0 mph,0 mph,29.21 in,0.0 in,Fair,-2.7777777777777777,0.0,98916.4519
2023/4/13 5:00 AM,25 °F,23 °F,93 %,S,3 mph,0 mph,29.21 in,0.0 in,Fair,-3.888888888888889,1.34112,98916.4519
2023/4/13 6:00 AM,25 °F,23 °F,93 %,CALM,0 mph,0 mph,29.21 in,0.0 in,Fair,-3.888888888888889,0.0,98916.4519
2023/4/13 7:00 AM,27 °F,25 °F,93 %,CALM,0 mph,0 mph,29.21 in,0.0 in,Partly Cloudy,-2.7777777777777777,0.0,98916.4519
2023/4/13 8:00 AM,30 °F,27 °F,86 %,CALM,0 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy,-1.1111111111111112,0.0,98950.3158
2023/4/13 9:00 AM,34 °F,28 °F,81 %,E,6 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy,1.1111111111111112,2.68224,98882.58799999999
2023/4/13 10:00 AM,39 °F,28 °F,65 %,ENE,6 mph,0 mph,29.16 in,0.0 in,Partly Cloudy,3.888888888888889,2.68224,98747.1324
2023/4/13 11:00 AM,43 °F,28 °F,57 %,E,6 mph,0 mph,29.13 in,0.0 in,Mostly Cloudy,6.111111111111111,2.68224,98645.5407
2023/4/13 12:00 PM,45 °F,30 °F,57 %,E,12 mph,0 mph,29.08 in,0.0 in,Mostly Cloudy,7.222222222222222,5.36448,98476.22119999999
2023/4/13 1:00 PM,50 °F,34 °F,54 %,E,7 mph,0 mph,29.05 in,0.0 in,Mostly Cloudy,10.0,3.12928,98374.6295
2023/4/13 2:00 PM,54 °F,34 °F,47 %,E,5 mph,0 mph,29.02 in,0.0 in,Mostly Cloudy,12.222222222222221,2.2352,98273.03779999999
2023/4/13 3:00 PM,55 °F,32 °F,41 %,CALM,0 mph,0 mph,29.01 in,0.0 in,Mostly Cloudy,12.777777777777779,0.0,98239.17390000001
2023/4/13 4:00 PM,59 °F,37 °F,45 %,E,2 mph,0 mph,28.99 in,0.0 in,Mostly Cloudy,15.0,0.89408,98171.44609999999
2023/4/13 5:00 PM,59 °F,37 °F,45 %,ENE,7 mph,0 mph,28.97 in,0.0 in,Mostly Cloudy,15.0,3.12928,98103.7183
2023/4/13 6:00 PM,55 °F,36 °F,47 %,ENE,2 mph,0 mph,28.98 in,0.0 in,Mostly Cloudy,12.777777777777779,0.89408,98137.5822
2023/4/13 7:00 PM,57 °F,37 °F,48 %,NW,5 mph,0 mph,28.99 in,0.0 in,Mostly Cloudy,13.88888888888889,2.2352,98171.44609999999
2023/4/13 8:00 PM,55 °F,37 °F,51 %,WNW,14 mph,0 mph,29.04 in,0.0 in,Mostly Cloudy,12.777777777777779,6.25856,98340.7656
2023/4/13 9:00 PM,54 °F,39 °F,58 %,W,15 mph,0 mph,29.10 in,0.0 in,Mostly Cloudy,12.222222222222221,6.7056,98543.94900000001
2023/4/13 10:00 PM,52 °F,37 °F,58 %,W,18 mph,0 mph,29.13 in,0.0 in,Partly Cloudy,11.11111111111111,8.04672,98645.5407
2023/4/13 11:00 PM,50 °F,34 °F,54 %,WNW,16 mph,0 mph,29.16 in,0.0 in,Mostly Cloudy,10.0,7.15264,98747.1324
2023/4/14 12:00 AM,48 °F,36 °F,62 %,W,12 mph,0 mph,29.21 in,0.0 in,Mostly Cloudy,8.88888888888889,5.36448,98916.4519
2023/4/14 1:00 AM,45 °F,36 °F,71 %,W,14 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy,7.222222222222222,6.25856,99018.04359999999
2023/4/14 2:00 AM,46 °F,32 °F,57 %,WNW,10 mph,0 mph,29.26 in,0.0 in,Cloudy,7.777777777777778,4.4704,99085.7714
2023/4/14 3:00 AM,46 °F,30 °F,53 %,W,15 mph,0 mph,29.27 in,0.0 in,Cloudy,7.777777777777778,6.7056,99119.6353
2023/4/14 4:00 AM,43 °F,30 °F,61 %,WNW,13 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy,6.111111111111111,5.81152,99187.36309999999
2023/4/14 5:00 AM,41 °F,30 °F,65 %,WNW,13 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,5.0,5.81152,99322.81869999999
2023/4/14 6:00 AM,37 °F,30 °F,75 %,WNW,13 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,2.7777777777777777,5.81152,99424.4104
2023/4/14 7:00 AM,36 °F,30 °F,81 %,WNW,10 mph,0 mph,29.40 in,0.0 in,Partly Cloudy,2.2222222222222223,4.4704,99559.866
2023/4/14 8:00 AM,37 °F,30 °F,75 %,WNW,13 mph,0 mph,29.43 in,0.0 in,Partly Cloudy,2.7777777777777777,5.81152,99661.4577
2023/4/14 9:00 AM,39 °F,32 °F,75 %,W,13 mph,0 mph,29.45 in,0.0 in,Partly Cloudy,3.888888888888889,5.81152,99729.18549999999
2023/4/14 10:00 AM,41 °F,30 °F,65 %,WNW,12 mph,0 mph,29.46 in,0.0 in,Partly Cloudy,5.0,5.36448,99763.0494
2023/4/14 11:00 AM,41 °F,30 °F,65 %,W,14 mph,0 mph,29.47 in,0.0 in,Partly Cloudy,5.0,6.25856,99796.91329999999
2023/4/14 12:00 PM,43 °F,28 °F,57 %,W,12 mph,0 mph,29.47 in,0.0 in,Fair,6.111111111111111,5.36448,99796.91329999999
2023/4/14 1:00 PM,45 °F,30 °F,57 %,W,13 mph,0 mph,29.46 in,0.0 in,Fair,7.222222222222222,5.81152,99763.0494
2023/4/14 2:00 PM,46 °F,30 °F,53 %,WNW,12 mph,0 mph,29.45 in,0.0 in,Fair,7.777777777777778,5.36448,99729.18549999999
2023/4/14 3:00 PM,46 °F,28 °F,50 %,W,13 mph,0 mph,29.45 in,0.0 in,Fair,7.777777777777778,5.81152,99729.18549999999
2023/4/14 4:00 PM,48 °F,30 °F,50 %,W,9 mph,0 mph,29.45 in,0.0 in,Fair,8.88888888888889,4.02336,99729.18549999999
2023/4/14 5:00 PM,48 °F,30 °F,50 %,WNW,9 mph,0 mph,29.46 in,0.0 in,Fair,8.88888888888889,4.02336,99763.0494
2023/4/14 6:00 PM,46 °F,28 °F,50 %,WNW,8 mph,0 mph,29.46 in,0.0 in,Fair,7.777777777777778,3.57632,99763.0494
2023/4/14 7:00 PM,46 °F,28 °F,50 %,NNW,7 mph,0 mph,29.48 in,0.0 in,Fair,7.777777777777778,3.12928,99830.7772
2023/4/14 8:00 PM,43 °F,27 °F,53 %,WNW,2 mph,0 mph,29.49 in,0.0 in,Fair,6.111111111111111,0.89408,99864.6411
2023/4/14 9:00 PM,37 °F,28 °F,70 %,W,3 mph,0 mph,29.51 in,0.0 in,Fair,2.7777777777777777,1.34112,99932.3689
2023/4/14 10:00 PM,36 °F,28 °F,75 %,SSW,3 mph,0 mph,29.50 in,0.0 in,Fair,2.2222222222222223,1.34112,99898.50499999999
2023/4/14 11:00 PM,36 °F,28 °F,75 %,SSW,6 mph,0 mph,29.51 in,0.0 in,Mostly Cloudy,2.2222222222222223,2.68224,99932.3689
2023/4/15 12:00 AM,36 °F,28 °F,75 %,NE,3 mph,0 mph,29.51 in,0.0 in,Fair,2.2222222222222223,1.34112,99932.3689
2023/4/15 1:00 AM,32 °F,27 °F,80 %,SE,3 mph,0 mph,29.49 in,0.0 in,Fair,0.0,1.34112,99864.6411
2023/4/15 2:00 AM,32 °F,27 °F,80 %,SSE,3 mph,0 mph,29.49 in,0.0 in,Fair,0.0,1.34112,99864.6411
2023/4/15 3:00 AM,32 °F,27 °F,80 %,ESE,3 mph,0 mph,29.48 in,0.0 in,Partly Cloudy,0.0,1.34112,99830.7772
2023/4/15 4:00 AM,32 °F,28 °F,87 %,SE,5 mph,0 mph,29.48 in,0.0 in,Fair,0.0,2.2352,99830.7772
2023/4/15 5:00 AM,30 °F,27 °F,86 %,E,3 mph,0 mph,29.48 in,0.0 in,Fair,-1.1111111111111112,1.34112,99830.7772
2023/4/15 6:00 AM,28 °F,25 °F,86 %,SE,5 mph,0 mph,29.49 in,0.0 in,Fair,-2.2222222222222223,2.2352,99864.6411
2023/4/15 7:00 AM,32 °F,28 °F,87 %,SE,5 mph,0 mph,29.50 in,0.0 in,Fair,0.0,2.2352,99898.50499999999
2023/4/15 8:00 AM,37 °F,32 °F,81 %,E,9 mph,0 mph,29.49 in,0.0 in,Fair,2.7777777777777777,4.02336,99864.6411
2023/4/15 9:00 AM,43 °F,30 °F,61 %,E,12 mph,0 mph,29.48 in,0.0 in,Fair,6.111111111111111,5.36448,99830.7772
2023/4/15 10:00 AM,46 °F,32 °F,57 %,E,15 mph,0 mph,29.47 in,0.0 in,Fair,7.777777777777778,6.7056,99796.91329999999
2023/4/15 11:00 AM,50 °F,32 °F,50 %,E,16 mph,0 mph,29.45 in,0.0 in,Fair,10.0,7.15264,99729.18549999999
2023/4/15 12:00 PM,52 °F,34 °F,50 %,E,15 mph,0 mph,29.43 in,0.0 in,Fair,11.11111111111111,6.7056,99661.4577
2023/4/15 1:00 PM,55 °F,34 °F,44 %,E,17 mph,0 mph,29.42 in,0.0 in,Fair,12.777777777777779,7.59968,99627.5938
2023/4/15 2:00 PM,57 °F,32 °F,38 %,E,16 mph,0 mph,29.40 in,0.0 in,Fair,13.88888888888889,7.15264,99559.866
2023/4/15 3:00 PM,59 °F,32 °F,36 %,E,14 mph,0 mph,29.39 in,0.0 in,Fair,15.0,6.25856,99526.0021
2023/4/15 4:00 PM,59 °F,34 °F,39 %,E,14 mph,0 mph,29.38 in,0.0 in,Fair,15.0,6.25856,99492.13819999999
2023/4/15 5:00 PM,59 °F,32 °F,36 %,E,14 mph,0 mph,29.37 in,0.0 in,Fair,15.0,6.25856,99458.2743
2023/4/15 6:00 PM,55 °F,32 °F,41 %,E,15 mph,0 mph,29.36 in,0.0 in,Fair,12.777777777777779,6.7056,99424.4104
2023/4/15 7:00 PM,50 °F,32 °F,50 %,E,16 mph,0 mph,29.38 in,0.0 in,Partly Cloudy,10.0,7.15264,99492.13819999999
2023/4/15 8:00 PM,46 °F,30 °F,53 %,E,20 mph,0 mph,29.38 in,0.0 in,Fair,7.777777777777778,8.9408,99492.13819999999
2023/4/15 9:00 PM,43 °F,28 °F,57 %,E,18 mph,0 mph,29.41 in,0.0 in,Fair,6.111111111111111,8.04672,99593.72989999999
2023/4/15 10:00 PM,41 °F,28 °F,61 %,E,18 mph,0 mph,29.41 in,0.0 in,Fair,5.0,8.04672,99593.72989999999
2023/4/15 11:00 PM,41 °F,25 °F,53 %,E,18 mph,0 mph,29.41 in,0.0 in,Partly Cloudy,5.0,8.04672,99593.72989999999
2023/4/16 12:00 AM,39 °F,25 °F,56 %,E,16 mph,0 mph,29.40 in,0.0 in,Fair,3.888888888888889,7.15264,99559.866
2023/4/16 1:00 AM,39 °F,25 °F,56 %,E,14 mph,0 mph,29.39 in,0.0 in,Fair,3.888888888888889,6.25856,99526.0021
2023/4/16 2:00 AM,37 °F,25 °F,60 %,E,12 mph,0 mph,29.37 in,0.0 in,Fair,2.7777777777777777,5.36448,99458.2743
2023/4/16 3:00 AM,37 °F,25 °F,60 %,E,9 mph,0 mph,29.36 in,0.0 in,Fair,2.7777777777777777,4.02336,99424.4104
2023/4/16 4:00 AM,37 °F,25 °F,60 %,E,10 mph,0 mph,29.36 in,0.0 in,Fair,2.7777777777777777,4.4704,99424.4104
2023/4/16 5:00 AM,37 °F,25 °F,60 %,E,9 mph,0 mph,29.37 in,0.0 in,Fair,2.7777777777777777,4.02336,99458.2743
2023/4/16 6:00 AM,37 °F,25 °F,60 %,E,9 mph,0 mph,29.39 in,0.0 in,Fair,2.7777777777777777,4.02336,99526.0021
2023/4/16 7:00 AM,39 °F,27 °F,61 %,E,12 mph,0 mph,29.39 in,0.0 in,Fair,3.888888888888889,5.36448,99526.0021
2023/4/16 8:00 AM,41 °F,27 °F,57 %,E,12 mph,0 mph,29.39 in,0.0 in,Fair,5.0,5.36448,99526.0021
2023/4/16 9:00 AM,45 °F,28 °F,53 %,E,16 mph,0 mph,29.38 in,0.0 in,Fair,7.222222222222222,7.15264,99492.13819999999
2023/4/16 10:00 AM,48 °F,28 °F,46 %,E,15 mph,0 mph,29.36 in,0.0 in,Fair,8.88888888888889,6.7056,99424.4104
2023/4/16 11:00 AM,52 °F,32 °F,47 %,E,16 mph,0 mph,29.34 in,0.0 in,Fair,11.11111111111111,7.15264,99356.6826
2023/4/16 12:00 PM,54 °F,34 °F,47 %,E,20 mph,0 mph,29.32 in,0.0 in,Fair,12.222222222222221,8.9408,99288.95479999999
2023/4/16 1:00 PM,57 °F,36 °F,44 %,E,22 mph,0 mph,29.30 in,0.0 in,Fair / Windy,13.88888888888889,9.83488,99221.227
2023/4/16 2:00 PM,57 °F,36 °F,44 %,E,22 mph,0 mph,29.28 in,0.0 in,Partly Cloudy / Windy,13.88888888888889,9.83488,99153.4992
2023/4/16 3:00 PM,57 °F,37 °F,48 %,E,25 mph,0 mph,29.25 in,0.0 in,Partly Cloudy / Windy,13.88888888888889,11.176,99051.9075
2023/4/16 4:00 PM,59 °F,39 °F,48 %,E,22 mph,0 mph,29.24 in,0.0 in,Partly Cloudy / Windy,15.0,9.83488,99018.04359999999
2023/4/16 5:00 PM,57 °F,39 °F,51 %,E,22 mph,0 mph,29.22 in,0.0 in,Partly Cloudy / Windy,13.88888888888889,9.83488,98950.3158
2023/4/16 6:00 PM,55 °F,41 °F,58 %,E,21 mph,0 mph,29.22 in,0.0 in,Fair / Windy,12.777777777777779,9.38784,98950.3158
2023/4/16 7:00 PM,52 °F,41 °F,67 %,E,18 mph,0 mph,29.22 in,0.0 in,Fair,11.11111111111111,8.04672,98950.3158
2023/4/16 8:00 PM,50 °F,39 °F,66 %,E,21 mph,0 mph,29.22 in,0.0 in,Fair / Windy,10.0,9.38784,98950.3158
2023/4/16 9:00 PM,46 °F,36 °F,66 %,E,22 mph,0 mph,29.23 in,0.0 in,Fair / Windy,7.777777777777778,9.83488,98984.1797
2023/4/16 10:00 PM,43 °F,34 °F,70 %,E,21 mph,0 mph,29.22 in,0.0 in,Fair / Windy,6.111111111111111,9.38784,98950.3158
2023/4/16 11:00 PM,43 °F,34 °F,70 %,E,16 mph,0 mph,29.22 in,0.0 in,Fair,6.111111111111111,7.15264,98950.3158
2023/4/17 12:00 AM,41 °F,32 °F,70 %,E,16 mph,0 mph,29.20 in,0.0 in,Fair,5.0,7.15264,98882.58799999999
2023/4/17 1:00 AM,41 °F,32 °F,70 %,E,13 mph,0 mph,29.20 in,0.0 in,Fair,5.0,5.81152,98882.58799999999
2023/4/17 2:00 AM,43 °F,34 °F,70 %,ESE,15 mph,0 mph,29.19 in,0.0 in,Fair,6.111111111111111,6.7056,98848.7241
2023/4/17 3:00 AM,39 °F,34 °F,81 %,E,14 mph,0 mph,29.17 in,0.0 in,Fair,3.888888888888889,6.25856,98780.9963
2023/4/17 4:00 AM,41 °F,32 °F,70 %,E,16 mph,0 mph,29.16 in,0.0 in,Fair,5.0,7.15264,98747.1324
2023/4/17 5:00 AM,39 °F,32 °F,75 %,E,14 mph,0 mph,29.16 in,0.0 in,Fair,3.888888888888889,6.25856,98747.1324
2023/4/17 6:00 AM,39 °F,36 °F,87 %,E,17 mph,0 mph,29.16 in,0.0 in,Fair,3.888888888888889,7.59968,98747.1324
2023/4/17 7:00 AM,39 °F,37 °F,93 %,E,16 mph,0 mph,29.16 in,0.0 in,Fair,3.888888888888889,7.15264,98747.1324
2023/4/17 8:00 AM,41 °F,37 °F,87 %,E,16 mph,0 mph,29.17 in,0.0 in,Fair,5.0,7.15264,98780.9963
2023/4/17 9:00 AM,45 °F,39 °F,81 %,E,17 mph,0 mph,29.18 in,0.0 in,Fair,7.222222222222222,7.59968,98814.8602
2023/4/17 10:00 AM,46 °F,39 °F,76 %,E,22 mph,29 mph,29.15 in,0.0 in,Mostly Cloudy / Windy,7.777777777777778,9.83488,98713.26849999999
2023/4/17 11:00 AM,48 °F,41 °F,76 %,E,21 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy / Windy,8.88888888888889,9.38784,98679.4046
2023/4/17 12:00 PM,48 °F,41 °F,76 %,E,28 mph,0 mph,29.12 in,0.0 in,Mostly Cloudy / Windy,8.88888888888889,12.51712,98611.6768
2023/4/17 1:00 PM,48 °F,41 °F,76 %,E,29 mph,0 mph,29.10 in,0.0 in,Mostly Cloudy / Windy,8.88888888888889,12.96416,98543.94900000001
2023/4/17 2:00 PM,46 °F,39 °F,76 %,E,26 mph,0 mph,29.09 in,0.0 in,Mostly Cloudy / Windy,7.777777777777778,11.62304,98510.0851
2023/4/17 3:00 PM,46 °F,41 °F,81 %,E,28 mph,33 mph,29.09 in,0.0 in,Mostly Cloudy / Windy,7.777777777777778,12.51712,98510.0851
2023/4/17 4:00 PM,43 °F,39 °F,87 %,E,18 mph,0 mph,29.08 in,0.0 in,Light Rain,6.111111111111111,8.04672,98476.22119999999
2023/4/17 4:44 PM,41 °F,39 °F,93 %,E,18 mph,0 mph,29.07 in,0.0 in,Cloudy,5.0,8.04672,98442.3573
2023/4/17 5:00 PM,41 °F,39 °F,93 %,E,18 mph,28 mph,29.06 in,0.0 in,Mostly Cloudy,5.0,8.04672,98408.49339999999
2023/4/17 5:45 PM,41 °F,39 °F,93 %,ESE,21 mph,0 mph,29.05 in,0.0 in,Mostly Cloudy / Windy,5.0,9.38784,98374.6295
2023/4/17 6:00 PM,41 °F,39 °F,93 %,ESE,20 mph,0 mph,29.05 in,0.0 in,Mostly Cloudy,5.0,8.9408,98374.6295
2023/4/17 7:00 PM,43 °F,39 °F,87 %,ESE,18 mph,24 mph,29.03 in,0.0 in,Mostly Cloudy,6.111111111111111,8.04672,98306.9017
2023/4/17 8:00 PM,43 °F,39 °F,87 %,ESE,17 mph,25 mph,29.01 in,0.0 in,Mostly Cloudy,6.111111111111111,7.59968,98239.17390000001
2023/4/17 8:41 PM,41 °F,39 °F,93 %,ESE,15 mph,22 mph,29.00 in,0.0 in,Light Rain Shower,5.0,6.7056,98205.31
2023/4/17 9:00 PM,43 °F,39 °F,87 %,ESE,21 mph,28 mph,29.00 in,0.0 in,Mostly Cloudy / Windy,6.111111111111111,9.38784,98205.31
2023/4/17 9:12 PM,43 °F,39 °F,87 %,ESE,21 mph,29 mph,29.01 in,0.0 in,Light Rain Shower / Windy,6.111111111111111,9.38784,98239.17390000001
2023/4/17 10:00 PM,41 °F,39 °F,93 %,E,20 mph,0 mph,28.99 in,0.0 in,Light Rain Shower,5.0,8.9408,98171.44609999999
2023/4/17 11:00 PM,41 °F,39 °F,93 %,ESE,14 mph,0 mph,28.98 in,0.0 in,Light Rain Shower,5.0,6.25856,98137.5822
2023/4/18 12:00 AM,41 °F,39 °F,93 %,E,14 mph,0 mph,28.96 in,0.0 in,Light Rain Shower,5.0,6.25856,98069.8544
2023/4/18 12:40 AM,41 °F,39 °F,93 %,E,12 mph,18 mph,28.95 in,0.0 in,Cloudy,5.0,5.36448,98035.9905
2023/4/18 1:00 AM,41 °F,39 °F,93 %,E,14 mph,0 mph,28.96 in,0.0 in,Cloudy,5.0,6.25856,98069.8544
2023/4/18 1:47 AM,41 °F,39 °F,93 %,E,17 mph,23 mph,28.94 in,0.0 in,Light Rain Shower,5.0,7.59968,98002.1266
2023/4/18 2:00 AM,41 °F,39 °F,93 %,N,16 mph,22 mph,28.93 in,0.0 in,Light Rain Shower,5.0,7.15264,97968.26269999999
2023/4/18 2:10 AM,41 °F,39 °F,93 %,E,16 mph,0 mph,28.92 in,0.0 in,Cloudy,5.0,7.15264,97934.3988
2023/4/18 3:00 AM,41 °F,39 °F,93 %,E,17 mph,0 mph,28.92 in,0.0 in,Cloudy,5.0,7.59968,97934.3988
2023/4/18 4:00 AM,41 °F,37 °F,87 %,E,14 mph,0 mph,28.91 in,0.0 in,Light Rain Shower,5.0,6.25856,97900.5349
2023/4/18 5:00 AM,39 °F,39 °F,100 %,E,14 mph,0 mph,28.91 in,0.0 in,Light Rain Shower,3.888888888888889,6.25856,97900.5349
2023/4/18 6:00 AM,39 °F,39 °F,100 %,E,13 mph,0 mph,28.91 in,0.0 in,Light Rain Shower,3.888888888888889,5.81152,97900.5349
2023/4/18 7:00 AM,39 °F,39 °F,100 %,E,9 mph,0 mph,28.91 in,0.0 in,Cloudy,3.888888888888889,4.02336,97900.5349
2023/4/18 8:00 AM,39 °F,39 °F,100 %,ESE,5 mph,0 mph,28.93 in,0.0 in,Light Rain Shower,3.888888888888889,2.2352,97968.26269999999
2023/4/18 9:00 AM,41 °F,39 °F,93 %,E,6 mph,0 mph,28.93 in,0.0 in,Light Rain Shower,5.0,2.68224,97968.26269999999
2023/4/18 10:00 AM,41 °F,39 °F,93 %,E,7 mph,0 mph,28.93 in,0.0 in,Cloudy,5.0,3.12928,97968.26269999999
2023/4/18 10:27 AM,41 °F,41 °F,100 %,E,6 mph,0 mph,28.94 in,0.0 in,Light Rain Shower,5.0,2.68224,98002.1266
2023/4/18 11:00 AM,41 °F,39 °F,93 %,E,7 mph,0 mph,28.95 in,0.0 in,Light Rain Shower,5.0,3.12928,98035.9905
2023/4/18 12:00 PM,43 °F,41 °F,93 %,SE,2 mph,0 mph,28.95 in,0.0 in,Cloudy,6.111111111111111,0.89408,98035.9905
2023/4/18 1:00 PM,46 °F,43 °F,87 %,CALM,0 mph,0 mph,28.94 in,0.0 in,Mostly Cloudy,7.777777777777778,0.0,98002.1266
2023/4/18 2:00 PM,46 °F,43 °F,87 %,E,6 mph,0 mph,28.95 in,0.0 in,Cloudy,7.777777777777778,2.68224,98035.9905
2023/4/18 3:00 PM,45 °F,43 °F,93 %,E,6 mph,0 mph,28.96 in,0.0 in,Light Rain Shower,7.222222222222222,2.68224,98069.8544
2023/4/18 4:00 PM,46 °F,43 °F,87 %,CALM,0 mph,0 mph,28.97 in,0.0 in,Light Rain Shower,7.777777777777778,0.0,98103.7183
2023/4/18 4:44 PM,46 °F,36 °F,66 %,W,9 mph,0 mph,28.98 in,0.0 in,Cloudy,7.777777777777778,4.02336,98137.5822
2023/4/18 5:00 PM,46 °F,36 °F,66 %,W,9 mph,0 mph,28.98 in,0.0 in,Cloudy,7.777777777777778,4.02336,98137.5822
2023/4/18 6:00 PM,46 °F,32 °F,57 %,WSW,8 mph,0 mph,28.99 in,0.0 in,Cloudy,7.777777777777778,3.57632,98171.44609999999
2023/4/18 7:00 PM,45 °F,32 °F,61 %,WSW,8 mph,0 mph,29.01 in,0.0 in,Cloudy,7.222222222222222,3.57632,98239.17390000001
2023/4/18 8:00 PM,43 °F,30 °F,61 %,WSW,8 mph,0 mph,29.03 in,0.0 in,Cloudy,6.111111111111111,3.57632,98306.9017
2023/4/18 9:00 PM,41 °F,32 °F,70 %,WSW,7 mph,0 mph,29.05 in,0.0 in,Cloudy,5.0,3.12928,98374.6295
2023/4/18 10:00 PM,41 °F,32 °F,70 %,WSW,7 mph,0 mph,29.07 in,0.0 in,Cloudy,5.0,3.12928,98442.3573
2023/4/18 11:00 PM,41 °F,32 °F,70 %,WSW,5 mph,0 mph,29.08 in,0.0 in,Cloudy,5.0,2.2352,98476.22119999999
2023/4/19 12:00 AM,39 °F,32 °F,75 %,SW,2 mph,0 mph,29.08 in,0.0 in,Mostly Cloudy,3.888888888888889,0.89408,98476.22119999999
2023/4/19 1:00 AM,37 °F,32 °F,81 %,SSW,5 mph,0 mph,29.09 in,0.0 in,Mostly Cloudy,2.7777777777777777,2.2352,98510.0851
2023/4/19 2:00 AM,37 °F,32 °F,81 %,S,2 mph,0 mph,29.10 in,0.0 in,Cloudy,2.7777777777777777,0.89408,98543.94900000001
2023/4/19 3:00 AM,37 °F,32 °F,81 %,SW,2 mph,0 mph,29.10 in,0.0 in,Mostly Cloudy,2.7777777777777777,0.89408,98543.94900000001
2023/4/19 4:00 AM,37 °F,32 °F,81 %,WSW,6 mph,0 mph,29.10 in,0.0 in,Mostly Cloudy,2.7777777777777777,2.68224,98543.94900000001
2023/4/19 5:00 AM,39 °F,32 °F,75 %,W,5 mph,0 mph,29.12 in,0.0 in,Mostly Cloudy,3.888888888888889,2.2352,98611.6768
2023/4/19 6:00 AM,37 °F,32 °F,81 %,W,5 mph,0 mph,29.14 in,0.0 in,Light Rain Shower,2.7777777777777777,2.2352,98679.4046
2023/4/19 7:00 AM,37 °F,34 °F,87 %,WSW,5 mph,0 mph,29.16 in,0.0 in,Cloudy,2.7777777777777777,2.2352,98747.1324
2023/4/19 8:00 AM,39 °F,32 °F,75 %,W,8 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy,3.888888888888889,3.57632,98780.9963
2023/4/19 9:00 AM,39 °F,34 °F,81 %,W,14 mph,0 mph,29.19 in,0.0 in,Light Rain Shower,3.888888888888889,6.25856,98848.7241
2023/4/19 10:00 AM,39 °F,36 °F,87 %,WNW,13 mph,18 mph,29.20 in,0.0 in,Light Rain Shower,3.888888888888889,5.81152,98882.58799999999
2023/4/19 11:00 AM,41 °F,34 °F,76 %,WNW,10 mph,0 mph,29.22 in,0.0 in,Light Rain Shower,5.0,4.4704,98950.3158
