Date,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Temperature (°C),Wind Speed (m/s),Pressure (Pa)
2022/1/1 3:00 PM,30 °F,30 °F,100 %,CALM,0 mph,0 mph,29.13 in,0.0 in,Light Snow,-1.1111111111111112,0.0,98645.5407
2022/1/1 3:43 PM,27 °F,25 °F,93 %,W,17 mph,0 mph,29.15 in,0.0 in,Light Snow,-2.7777777777777777,7.59968,98713.26849999999
2022/1/1 4:00 PM,25 °F,23 °F,93 %,W,16 mph,22 mph,29.17 in,0.0 in,Light Snow,-3.888888888888889,7.15264,98780.9963
2022/1/1 5:00 PM,23 °F,21 °F,93 %,W,15 mph,22 mph,29.20 in,0.0 in,Light Snow,-5.0,6.7056,98882.58799999999
2022/1/1 6:00 PM,23 °F,21 °F,93 %,W,13 mph,0 mph,29.23 in,0.0 in,Light Snow,-5.0,5.81152,98984.1797
2022/1/1 6:32 PM,23 °F,19 °F,86 %,W,14 mph,0 mph,29.23 in,0.0 in,Light Snow,-5.0,6.25856,98984.1797
2022/1/1 8:00 PM,19 °F,16 °F,86 %,WNW,20 mph,0 mph,29.28 in,0.0 in,Cloudy,-7.222222222222222,8.9408,99153.4992
2022/1/1 8:23 PM,18 °F,14 °F,86 %,WNW,17 mph,24 mph,29.29 in,0.0 in,Cloudy,-7.777777777777778,7.59968,99187.36309999999
2022/1/1 9:00 PM,16 °F,10 °F,79 %,W,18 mph,0 mph,29.29 in,0.0 in,Cloudy,-8.88888888888889,8.04672,99187.36309999999
2022/1/1 10:00 PM,12 °F,7 °F,79 %,W,17 mph,24 mph,29.33 in,0.0 in,Cloudy,-11.11111111111111,7.59968,99322.81869999999
2022/1/1 10:46 PM,10 °F,5 °F,79 %,W,20 mph,0 mph,29.33 in,0.0 in,Light Snow,-12.222222222222221,8.9408,99322.81869999999
2022/1/1 11:00 PM,9 °F,3 °F,79 %,W,21 mph,0 mph,29.34 in,0.0 in,Light Snow / Windy,-12.777777777777779,9.38784,99356.6826
2022/1/1 12:00 AM,7 °F,1 °F,79 %,W,14 mph,0 mph,29.36 in,0.0 in,Light Snow,-13.88888888888889,6.25856,99424.4104
2022/1/1 12:31 AM,5 °F,0 °F,78 %,W,15 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-15.0,6.7056,99424.4104
2022/1/2 1:00 AM,3 °F,-2 °F,78 %,W,14 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-16.11111111111111,6.25856,99424.4104
2022/1/2 2:00 AM,3 °F,-4 °F,72 %,W,14 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy,-16.11111111111111,6.25856,99458.2743
2022/1/2 3:00 AM,1 °F,-4 °F,78 %,W,13 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-17.22222222222222,5.81152,99424.4104
2022/1/2 4:00 AM,1 °F,-4 °F,78 %,W,13 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,-17.22222222222222,5.81152,99390.5465
2022/1/2 5:00 AM,1 °F,-4 °F,78 %,W,10 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy,-17.22222222222222,4.4704,99458.2743
2022/1/2 6:00 AM,0 °F,-6 °F,78 %,W,9 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,-17.77777777777778,4.02336,99390.5465
2022/1/2 6:39 AM,0 °F,-6 °F,78 %,W,10 mph,0 mph,29.35 in,0.0 in,Cloudy,-17.77777777777778,4.4704,99390.5465
2022/1/2 7:00 AM,0 °F,-6 °F,78 %,W,9 mph,0 mph,29.35 in,0.0 in,Cloudy,-17.77777777777778,4.02336,99390.5465
2022/1/2 8:00 AM,0 °F,-6 °F,78 %,WSW,8 mph,0 mph,29.35 in,0.0 in,Cloudy,-17.77777777777778,3.57632,99390.5465
2022/1/2 9:00 AM,-2 °F,-8 °F,78 %,W,10 mph,0 mph,29.36 in,0.0 in,Cloudy,-18.88888888888889,4.4704,99424.4104
2022/1/2 10:00 AM,0 °F,-8 °F,72 %,W,9 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-17.77777777777778,4.02336,99424.4104
2022/1/2 11:00 AM,0 °F,-8 °F,72 %,W,8 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-17.77777777777778,3.57632,99424.4104
2022/1/2 12:00 PM,0 °F,-8 °F,72 %,W,10 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,-17.77777777777778,4.4704,99390.5465
2022/1/2 1:00 PM,1 °F,-6 °F,72 %,W,10 mph,0 mph,29.33 in,0.0 in,Mostly Cloudy,-17.22222222222222,4.4704,99322.81869999999
2022/1/2 2:00 PM,0 °F,-8 °F,72 %,WNW,12 mph,0 mph,29.32 in,0.0 in,Partly Cloudy,-17.77777777777778,5.36448,99288.95479999999
2022/1/2 3:00 PM,0 °F,-8 °F,72 %,W,10 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy,-17.77777777777778,4.4704,99356.6826
2022/1/2 4:00 PM,-2 °F,-9 °F,71 %,W,10 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy,-18.88888888888889,4.4704,99390.5465
2022/1/2 5:00 PM,-2 °F,-9 °F,71 %,W,9 mph,0 mph,29.37 in,0.0 in,Cloudy,-18.88888888888889,4.02336,99458.2743
2022/1/2 6:00 PM,-2 °F,-9 °F,71 %,W,8 mph,0 mph,29.38 in,0.0 in,Cloudy,-18.88888888888889,3.57632,99492.13819999999
2022/1/2 7:00 PM,0 °F,-8 °F,72 %,W,10 mph,0 mph,29.39 in,0.0 in,Cloudy,-17.77777777777778,4.4704,99526.0021
2022/1/2 8:00 PM,0 °F,-8 °F,72 %,W,9 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy,-17.77777777777778,4.02336,99627.5938
2022/1/2 9:00 PM,-2 °F,-8 °F,78 %,W,12 mph,0 mph,29.44 in,0.0 in,Partly Cloudy,-18.88888888888889,5.36448,99695.3216
2022/1/2 10:00 PM,-4 °F,-9 °F,78 %,W,10 mph,0 mph,29.48 in,0.0 in,Fair,-20.0,4.4704,99830.7772
2022/1/2 11:00 PM,-6 °F,-11 °F,77 %,W,10 mph,0 mph,29.50 in,0.0 in,Fair,-21.11111111111111,4.4704,99898.50499999999
2022/1/2 12:00 AM,-6 °F,-13 °F,71 %,W,14 mph,0 mph,29.52 in,0.0 in,Fair,-21.11111111111111,6.25856,99966.2328
2022/1/3 1:00 AM,-6 °F,-13 °F,71 %,W,10 mph,0 mph,29.53 in,0.0 in,Fair,-21.11111111111111,4.4704,100000.0967
2022/1/3 2:00 AM,-8 °F,-15 °F,71 %,W,9 mph,0 mph,29.55 in,0.0 in,Fair,-22.22222222222222,4.02336,100067.8245
2022/1/3 3:00 AM,-9 °F,-15 °F,77 %,W,9 mph,0 mph,29.58 in,0.0 in,Fair,-22.77777777777778,4.02336,100169.41619999999
2022/1/3 4:00 AM,-9 °F,-13 °F,84 %,W,12 mph,0 mph,29.61 in,0.0 in,Fair,-22.77777777777778,5.36448,100271.0079
2022/1/3 5:00 AM,-11 °F,-15 °F,84 %,W,13 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,-23.88888888888889,5.81152,100406.4635
2022/1/3 6:00 AM,-9 °F,-15 °F,77 %,WNW,10 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,-22.77777777777778,4.4704,100406.4635
2022/1/3 7:00 AM,-9 °F,-13 °F,84 %,W,10 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,-22.77777777777778,4.4704,100508.0552
2022/1/3 8:00 AM,-9 °F,-17 °F,71 %,W,7 mph,0 mph,29.69 in,0.0 in,Partly Cloudy,-22.77777777777778,3.12928,100541.9191
2022/1/3 9:00 AM,-11 °F,-11 °F,100 %,W,7 mph,0 mph,29.72 in,0.0 in,Fair,-23.88888888888889,3.12928,100643.51079999999
2022/1/3 10:00 AM,-11 °F,-17 °F,77 %,W,7 mph,0 mph,29.74 in,0.0 in,Fair,-23.88888888888889,3.12928,100711.2386
2022/1/3 11:00 AM,-8 °F,-15 °F,71 %,W,6 mph,0 mph,29.73 in,0.0 in,Fair,-22.22222222222222,2.68224,100677.3747
2022/1/3 12:00 PM,-6 °F,-15 °F,65 %,CALM,0 mph,0 mph,29.73 in,0.0 in,Fair,-21.11111111111111,0.0,100677.3747
2022/1/3 1:00 PM,-4 °F,-15 °F,60 %,NW,2 mph,0 mph,29.73 in,0.0 in,Fair,-20.0,0.89408,100677.3747
2022/1/3 2:00 PM,-4 °F,-15 °F,60 %,NNW,3 mph,0 mph,29.71 in,0.0 in,Fair,-20.0,1.34112,100609.64689999999
2022/1/3 3:00 PM,-2 °F,-13 °F,60 %,N,5 mph,0 mph,29.71 in,0.0 in,Fair,-18.88888888888889,2.2352,100609.64689999999
2022/1/3 4:00 PM,-4 °F,-11 °F,71 %,N,5 mph,0 mph,29.70 in,0.0 in,Fair,-20.0,2.2352,100575.783
2022/1/3 5:00 PM,-4 °F,-13 °F,65 %,N,2 mph,0 mph,29.70 in,0.0 in,Fair,-20.0,0.89408,100575.783
2022/1/3 6:00 PM,-11 °F,-17 °F,77 %,CALM,0 mph,0 mph,29.69 in,0.0 in,Fair,-23.88888888888889,0.0,100541.9191
2022/1/3 7:00 PM,-15 °F,-18 °F,84 %,S,3 mph,0 mph,29.71 in,0.0 in,Fair,-26.11111111111111,1.34112,100609.64689999999
2022/1/3 8:00 PM,-13 °F,-18 °F,77 %,SSW,3 mph,0 mph,29.70 in,0.0 in,Fair,-25.0,1.34112,100575.783
2022/1/3 9:00 PM,-17 °F,-20 °F,84 %,SSW,2 mph,0 mph,29.68 in,0.0 in,Fair,-27.22222222222222,0.89408,100508.0552
2022/1/3 10:00 PM,-15 °F,-20 °F,77 %,SSW,35 mph,0 mph,29.69 in,0.0 in,Partly Cloudy / Windy,-26.11111111111111,15.6464,100541.9191
2022/1/3 11:00 PM,-15 °F,-20 °F,77 %,S,3 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,-26.11111111111111,1.34112,100508.0552
2022/1/3 12:00 AM,-15 °F,-18 °F,84 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Fair,-26.11111111111111,0.0,100474.1913
2022/1/4 1:00 AM,-11 °F,-18 °F,70 %,ESE,3 mph,0 mph,29.64 in,0.0 in,Fair,-23.88888888888889,1.34112,100372.5996
2022/1/4 2:00 AM,-11 °F,-17 °F,77 %,CALM,0 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy,-23.88888888888889,0.0,100338.73569999999
2022/1/4 3:00 AM,-13 °F,-17 °F,84 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Mostly Cloudy,-25.0,0.0,100372.5996
2022/1/4 4:00 AM,-9 °F,-15 °F,77 %,CALM,0 mph,0 mph,29.64 in,0.0 in,Light Snow,-22.77777777777778,0.0,100372.5996
2022/1/4 5:00 AM,-8 °F,-13 °F,77 %,ESE,2 mph,0 mph,29.62 in,0.0 in,Cloudy,-22.22222222222222,0.89408,100304.8718
2022/1/4 6:00 AM,-8 °F,-13 °F,77 %,ESE,2 mph,0 mph,29.60 in,0.0 in,Cloudy,-22.22222222222222,0.89408,100237.144
2022/1/4 7:00 AM,-11 °F,-17 °F,77 %,SE,3 mph,0 mph,29.59 in,0.0 in,Partly Cloudy,-23.88888888888889,1.34112,100203.28009999999
2022/1/4 8:00 AM,-8 °F,-13 °F,77 %,ESE,5 mph,0 mph,29.57 in,0.0 in,Light Snow Shower,-22.22222222222222,2.2352,100135.5523
2022/1/4 9:00 AM,-6 °F,-9 °F,84 %,ESE,7 mph,0 mph,29.55 in,0.0 in,Light Snow Shower,-21.11111111111111,3.12928,100067.8245
2022/1/4 9:44 AM,-4 °F,-8 °F,85 %,ESE,5 mph,0 mph,29.54 in,0.0 in,Light Snow Shower,-20.0,2.2352,100033.96059999999
2022/1/4 10:00 AM,-4 °F,-8 °F,85 %,ESE,3 mph,0 mph,29.54 in,0.0 in,Light Snow Shower,-20.0,1.34112,100033.96059999999
2022/1/4 11:00 AM,0 °F,-6 °F,78 %,ENE,3 mph,0 mph,29.54 in,0.0 in,Light Snow Shower,-17.77777777777778,1.34112,100033.96059999999
2022/1/4 12:00 PM,3 °F,-2 °F,78 %,E,3 mph,0 mph,29.52 in,0.0 in,Light Snow,-16.11111111111111,1.34112,99966.2328
2022/1/4 1:00 PM,5 °F,0 °F,78 %,ENE,2 mph,0 mph,29.50 in,0.0 in,Light Snow,-15.0,0.89408,99898.50499999999
2022/1/4 2:00 PM,5 °F,0 °F,78 %,E,5 mph,0 mph,29.49 in,0.0 in,Light Snow,-15.0,2.2352,99864.6411
2022/1/4 3:00 PM,7 °F,1 °F,79 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Light Snow,-13.88888888888889,0.0,99932.3689
2022/1/4 4:00 PM,7 °F,3 °F,85 %,CALM,0 mph,0 mph,29.50 in,0.0 in,Light Snow,-13.88888888888889,0.0,99898.50499999999
2022/1/4 5:00 PM,7 °F,3 °F,85 %,CALM,0 mph,0 mph,29.51 in,0.0 in,Light Snow,-13.88888888888889,0.0,99932.3689
2022/1/4 6:00 PM,7 °F,3 °F,85 %,SE,3 mph,0 mph,29.51 in,0.0 in,Light Snow,-13.88888888888889,1.34112,99932.3689
2022/1/4 7:00 PM,9 °F,5 °F,85 %,E,3 mph,0 mph,29.52 in,0.0 in,Light Snow,-12.777777777777779,1.34112,99966.2328
2022/1/4 8:00 PM,9 °F,5 °F,85 %,SSE,3 mph,0 mph,29.53 in,0.0 in,Light Snow,-12.777777777777779,1.34112,100000.0967
2022/1/4 9:00 PM,9 °F,5 °F,85 %,ESE,2 mph,0 mph,29.53 in,0.0 in,Light Snow,-12.777777777777779,0.89408,100000.0967
2022/1/4 10:00 PM,9 °F,5 °F,85 %,E,2 mph,0 mph,29.51 in,0.0 in,Light Snow,-12.777777777777779,0.89408,99932.3689
2022/1/4 11:00 PM,7 °F,5 °F,92 %,ESE,3 mph,0 mph,29.51 in,0.0 in,Light Snow,-13.88888888888889,1.34112,99932.3689
2022/1/4 12:00 AM,9 °F,5 °F,85 %,E,3 mph,0 mph,29.50 in,0.0 in,Light Snow,-12.777777777777779,1.34112,99898.50499999999
2022/1/5 1:00 AM,9 °F,7 °F,92 %,E,5 mph,0 mph,29.49 in,0.0 in,Light Snow,-12.777777777777779,2.2352,99864.6411
2022/1/5 2:00 AM,9 °F,7 °F,92 %,E,5 mph,0 mph,29.48 in,0.0 in,Light Snow,-12.777777777777779,2.2352,99830.7772
2022/1/5 3:00 AM,9 °F,7 °F,92 %,ESE,2 mph,0 mph,29.48 in,0.0 in,Light Snow,-12.777777777777779,0.89408,99830.7772
2022/1/5 4:00 AM,10 °F,7 °F,85 %,E,5 mph,0 mph,29.46 in,0.0 in,Light Snow,-12.222222222222221,2.2352,99763.0494
2022/1/5 5:00 AM,10 °F,9 °F,92 %,E,9 mph,0 mph,29.43 in,0.0 in,Light Snow,-12.222222222222221,4.02336,99661.4577
2022/1/5 6:00 AM,12 °F,9 °F,85 %,E,9 mph,0 mph,29.41 in,0.0 in,Cloudy,-11.11111111111111,4.02336,99593.72989999999
2022/1/5 7:00 AM,12 °F,10 °F,92 %,E,10 mph,0 mph,29.38 in,0.0 in,Cloudy,-11.11111111111111,4.4704,99492.13819999999
2022/1/5 8:00 AM,14 °F,12 °F,93 %,E,7 mph,0 mph,29.36 in,0.0 in,Cloudy,-10.0,3.12928,99424.4104
2022/1/5 8:22 AM,14 °F,12 °F,93 %,E,7 mph,0 mph,29.35 in,0.0 in,Light Snow Shower,-10.0,3.12928,99390.5465
2022/1/5 9:00 AM,14 °F,12 °F,93 %,E,7 mph,0 mph,29.34 in,0.0 in,Light Snow Shower,-10.0,3.12928,99356.6826
2022/1/5 9:35 AM,14 °F,12 °F,93 %,E,9 mph,0 mph,29.33 in,0.0 in,Light Snow,-10.0,4.02336,99322.81869999999
2022/1/5 10:00 AM,16 °F,14 °F,93 %,E,10 mph,0 mph,29.32 in,0.0 in,Light Snow,-8.88888888888889,4.4704,99288.95479999999
2022/1/5 11:00 AM,16 °F,14 °F,93 %,E,9 mph,0 mph,29.30 in,0.0 in,Light Snow,-8.88888888888889,4.02336,99221.227
2022/1/5 11:35 AM,18 °F,16 °F,93 %,E,9 mph,0 mph,29.27 in,0.0 in,Light Snow,-7.777777777777778,4.02336,99119.6353
2022/1/5 12:00 PM,18 °F,16 °F,93 %,E,8 mph,0 mph,29.26 in,0.0 in,Cloudy,-7.777777777777778,3.57632,99085.7714
2022/1/5 1:00 PM,19 °F,18 °F,93 %,E,13 mph,0 mph,29.21 in,0.0 in,Cloudy,-7.222222222222222,5.81152,98916.4519
2022/1/5 2:00 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.19 in,0.0 in,Cloudy,-7.222222222222222,6.25856,98848.7241
2022/1/5 2:17 PM,19 °F,18 °F,93 %,E,15 mph,0 mph,29.18 in,0.0 in,Light Snow Shower,-7.222222222222222,6.7056,98814.8602
2022/1/5 3:00 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.17 in,0.0 in,Light Snow Shower,-7.222222222222222,6.25856,98780.9963
2022/1/5 3:34 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy,-7.222222222222222,6.25856,98780.9963
2022/1/5 5:00 PM,19 °F,18 °F,93 %,E,15 mph,0 mph,29.14 in,0.0 in,Drifting Snow,-7.222222222222222,6.7056,98679.4046
2022/1/5 6:00 PM,19 °F,16 °F,86 %,E,14 mph,20 mph,29.13 in,0.0 in,Drifting Snow,-7.222222222222222,6.25856,98645.5407
2022/1/5 6:12 PM,19 °F,16 °F,86 %,E,14 mph,0 mph,29.13 in,0.0 in,Light Snow Shower,-7.222222222222222,6.25856,98645.5407
2022/1/5 7:00 PM,19 °F,18 °F,93 %,E,13 mph,0 mph,29.13 in,0.0 in,Light Snow Shower,-7.222222222222222,5.81152,98645.5407
2022/1/5 7:20 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.12 in,0.0 in,Light Snow Shower,-7.222222222222222,6.25856,98611.6768
2022/1/5 8:00 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.11 in,0.0 in,Light Snow Shower,-7.222222222222222,6.25856,98577.81289999999
2022/1/5 9:00 PM,19 °F,18 °F,93 %,E,12 mph,0 mph,29.10 in,0.0 in,Light Snow,-7.222222222222222,5.36448,98543.94900000001
2022/1/5 10:00 PM,19 °F,18 °F,93 %,E,13 mph,0 mph,29.10 in,0.0 in,Light Snow,-7.222222222222222,5.81152,98543.94900000001
2022/1/5 11:00 PM,19 °F,18 °F,93 %,E,14 mph,0 mph,29.08 in,0.0 in,Cloudy,-7.222222222222222,6.25856,98476.22119999999
2022/1/5 12:00 AM,19 °F,16 °F,86 %,E,15 mph,0 mph,29.06 in,0.0 in,Cloudy,-7.222222222222222,6.7056,98408.49339999999
2022/1/6 1:00 AM,19 °F,16 °F,86 %,E,13 mph,18 mph,29.05 in,0.0 in,Light Snow,-7.222222222222222,5.81152,98374.6295
2022/1/6 2:00 AM,19 °F,16 °F,86 %,E,15 mph,0 mph,29.02 in,0.0 in,Light Snow,-7.222222222222222,6.7056,98273.03779999999
2022/1/6 3:00 AM,18 °F,16 °F,93 %,E,14 mph,0 mph,29.00 in,0.0 in,Light Snow,-7.777777777777778,6.25856,98205.31
2022/1/6 4:00 AM,18 °F,16 °F,93 %,E,14 mph,0 mph,28.99 in,0.0 in,Light Snow,-7.777777777777778,6.25856,98171.44609999999
2022/1/6 5:00 AM,18 °F,16 °F,93 %,E,13 mph,0 mph,28.99 in,0.0 in,Light Snow,-7.777777777777778,5.81152,98171.44609999999
2022/1/6 6:00 AM,18 °F,16 °F,93 %,E,15 mph,0 mph,28.98 in,0.0 in,Light Snow,-7.777777777777778,6.7056,98137.5822
2022/1/6 7:00 AM,18 °F,16 °F,93 %,E,15 mph,0 mph,28.98 in,0.0 in,Light Snow,-7.777777777777778,6.7056,98137.5822
2022/1/6 8:00 AM,18 °F,16 °F,93 %,E,15 mph,0 mph,28.99 in,0.0 in,Light Snow,-7.777777777777778,6.7056,98171.44609999999
2022/1/6 8:30 AM,0 °F,0 °F,0 %,E,13 mph,0 mph,28.99 in,0.0 in,Light Snow,-17.77777777777778,5.81152,98171.44609999999
2022/1/6 9:00 AM,18 °F,16 °F,93 %,ENE,13 mph,0 mph,29.01 in,0.0 in,Light Snow,-7.777777777777778,5.81152,98239.17390000001
2022/1/6 9:20 AM,18 °F,16 °F,93 %,ENE,13 mph,0 mph,29.01 in,0.0 in,Light Snow,-7.777777777777778,5.81152,98239.17390000001
2022/1/6 11:38 AM,18 °F,14 °F,86 %,W,8 mph,0 mph,29.10 in,0.0 in,Snow,-7.777777777777778,3.57632,98543.94900000001
2022/1/6 7:25 PM,14 °F,10 °F,86 %,W,9 mph,0 mph,29.31 in,0.0 in,Light Snow,-10.0,4.02336,99255.0909
2022/1/6 8:45 PM,12 °F,9 °F,85 %,W,6 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy,-11.11111111111111,2.68224,99288.95479999999
2022/1/6 8:52 PM,10 °F,9 °F,92 %,WSW,5 mph,0 mph,29.33 in,0.0 in,Light Snow,-12.222222222222221,2.2352,99322.81869999999
2022/1/6 10:30 PM,9 °F,7 °F,92 %,WNW,2 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy,-12.777777777777779,0.89408,99424.4104
2022/1/6 11:35 PM,9 °F,5 °F,85 %,WNW,7 mph,0 mph,29.37 in,0.0 in,Light Snow,-12.777777777777779,3.12928,99458.2743
2022/1/7 2:48 AM,3 °F,0 °F,85 %,NW,5 mph,0 mph,29.41 in,0.0 in,Light Snow,-16.11111111111111,2.2352,99593.72989999999
2022/1/7 3:19 AM,3 °F,0 °F,85 %,NNW,5 mph,0 mph,29.40 in,0.0 in,Light Snow,-16.11111111111111,2.2352,99559.866
2022/1/7 9:35 AM,1 °F,-4 °F,78 %,W,5 mph,0 mph,29.37 in,0.0 in,Light Snow,-17.22222222222222,2.2352,99458.2743
2022/1/7 1:36 PM,5 °F,0 °F,78 %,W,9 mph,0 mph,29.30 in,0.0 in,Light Snow,-15.0,4.02336,99221.227
2022/1/7 4:35 PM,1 °F,-2 °F,85 %,W,8 mph,0 mph,29.31 in,0.0 in,Light Snow,-17.22222222222222,3.57632,99255.0909
2022/1/7 5:25 PM,1 °F,-4 °F,78 %,W,7 mph,0 mph,29.33 in,0.0 in,Light Snow,-17.22222222222222,3.12928,99322.81869999999
2022/1/7 7:21 PM,1 °F,-4 °F,78 %,W,6 mph,0 mph,29.35 in,0.0 in,Light Snow,-17.22222222222222,2.68224,99390.5465
2022/1/7 10:37 PM,0 °F,-4 °F,85 %,W,12 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy,-17.77777777777778,5.36448,99593.72989999999
2022/1/8 4:00 AM,-6 °F,-11 °F,77 %,W,17 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,-21.11111111111111,7.59968,100304.8718
2022/1/8 5:00 AM,-8 °F,-15 °F,71 %,W,14 mph,0 mph,29.68 in,0.0 in,Fair,-22.22222222222222,6.25856,100508.0552
2022/1/8 6:00 AM,-9 °F,-15 °F,77 %,W,13 mph,0 mph,29.72 in,0.0 in,Fair,-22.77777777777778,5.81152,100643.51079999999
2022/1/8 7:00 AM,-9 °F,-17 °F,71 %,W,12 mph,0 mph,29.77 in,0.0 in,Fair,-22.77777777777778,5.36448,100812.8303
2022/1/8 8:00 AM,-11 °F,-18 °F,70 %,W,9 mph,0 mph,29.81 in,0.0 in,Fair,-23.88888888888889,4.02336,100948.28589999999
2022/1/8 9:00 AM,-13 °F,-18 °F,77 %,WNW,3 mph,0 mph,29.85 in,0.0 in,Fair,-25.0,1.34112,101083.7415
2022/1/8 10:00 AM,-11 °F,-18 °F,70 %,W,5 mph,0 mph,29.91 in,0.0 in,Fair,-23.88888888888889,2.2352,101286.9249
2022/1/8 11:00 AM,-8 °F,-17 °F,65 %,NW,8 mph,0 mph,29.91 in,0.0 in,Fair,-22.22222222222222,3.57632,101286.9249
2022/1/8 12:00 PM,-6 °F,-15 °F,65 %,WNW,6 mph,0 mph,29.92 in,0.0 in,Fair,-21.11111111111111,2.68224,101320.7888
2022/1/8 1:00 PM,-4 °F,-13 °F,65 %,N,6 mph,0 mph,29.90 in,0.0 in,Fair,-20.0,2.68224,101253.06099999999
2022/1/8 2:00 PM,-4 °F,-13 °F,65 %,N,6 mph,0 mph,29.90 in,0.0 in,Fair,-20.0,2.68224,101253.06099999999
2022/1/8 3:00 PM,-2 °F,-11 °F,66 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fair,-18.88888888888889,0.0,101253.06099999999
2022/1/8 4:00 PM,-4 °F,-11 °F,71 %,E,3 mph,0 mph,29.89 in,0.0 in,Fair,-20.0,1.34112,101219.1971
